,index,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,ordering,title,region,language,types,attributes,isOriginalTitle,Description
4830,6361,tt5664952,tvSeries,Trust,Trust,0,2018,2018,60,"Biography,Crime,Drama",7.5,7580,3,Trust,IN,en,imdbDisplay,\N,0,"Inspired by actual events, ""Trust"" delves into the trials and triumphs of one of America's wealthiest and unhappiest families, the Gettys. Equal parts family history, dynastic saga and an examination of the corrosive power of money, ""Trust"" explores the complexities at the heart of every family, rich or poor. Told over multiple seasons and spanning the 20th century, the series begins in 1973 with the kidnapping of John Paul Getty III, an heir to the Getty oil fortune, by the Italian mafia in Rome. His captors banked on a multimillion-dollar ransom. But Paul's grandfather, enigmatic oil tycoon J. Paul Getty Sr. -- possibly the richest man in the world -- is busy being marooned in a Tudor mansion in the English countryside with a harem of mistresses and a pet lion. Paul's father, J. Paul Getty Jr., is lost in a daze in London and refuses to answer the phone. Only Paul's mother, Gail Getty, is left to negotiate with the increasingly desperate kidnappers. Unfortunately, she's broke."
4831,6362,tt5665418,tvSeries,Below Deck Mediterranean,Below Deck Mediterranean,0,2016,\N,43,Reality-TV,7.6,3291,7,Below Deck Mediterranean,IN,en,imdbDisplay,\N,0,"The ""Below Deck"" franchise sets sail with a new boat, crew and location in this series that follows nine members of a crew who live and work aboard a 150-foot yacht. As the ship journeys through the Mediterranean, each episode features a new group of elite passengers, with each group presenting a different set of challenges for the crew. Leading the ship's team as captain during this series' run have been Mark Howard, a veteran of nearly 30 years on yachts, and Sandy Yawn, one of the few females in the yachting industry to hold the position. Other crew members include chief stewardess Hannah, who sees the Mediterranean as the ultimate location for yachting."
4832,6363,tt5668770,movie,Mardaani 2,Mardaani 2,0,2019,\N,103,"Action,Crime,Drama",7.3,9907,13,Mardaani 2,IN,en,imdbDisplay,\N,0,Shivani Shivaji Roy locks horns with a remorseless serial killer who is raping and murdering young women.
4833,6364,tt5669272,tvMiniSeries,Wet Hot American Summer: Ten Years Later,Wet Hot American Summer: Ten Years Later,0,2017,2017,216,Comedy,6.9,9246,17,Wet Hot American Summer: Ten Years Later,IN,en,imdbDisplay,\N,0,"It's been 10 years since the ""Wet Hot American Summer"" gang has left Camp Firewood and, living up to a promise from a decade earlier, the friends head back to the campgrounds for a reunion. They've gone in different directions since camp -- McKinley has a newborn baby while ragged-looking Gene is living out of his RV, for example -- but they come together for a common cause after receiving unsettling news. When distraught Beth announces that she's selling the camp, the newly re-formed group attempts to save their old stomping grounds. Joining the ensemble cast for this installment of the franchise are Dax Shepard, Alyssa Milano and Adam Scott."
4834,6365,tt5670764,tvMiniSeries,Watership Down,Watership Down,0,2018,2018,204,"Action,Adventure,Animation",7.2,6597,10,Watership Down,IN,en,imdbDisplay,\N,0,"This adaptation of the classic 1972 Richard Adams novel tells a tale of adventure, courage and survival. The miniseries, set in the idyllic rural landscape of southern England, follows a band of rabbits on their flight from the intrusion of man, which will likely lead to the certain destruction of their home. A courageous pair of brothers journeys from their native Sandleford Warren through harrowing obstacles posed by predators and adversaries as they head toward the promised land and a more perfect society. The all-star voice cast includes James McAvoy, John Boyega, Golden Globe winner Tom Wilkinson and Oscar winner Ben KIngsley."
4835,6366,tt5673782,tvSeries,Genius,Genius,0,2017,\N,43,"Biography,Drama,History",8.2,19191,37,Genius,IN,en,imdbDisplay,\N,0,The anthology series focuses on untold stories of the world's most brilliant innovators.
4836,6367,tt5674718,tvSeries,Cable Girls,Las chicas del cable,0,2017,2020,50,Drama,7.5,15368,13,Las Chicas Del Cable,IN,en,imdbDisplay,\N,0,"It's the 1920s and Spain has just gotten its first national telephone company, located in Madrid. For four young women who get jobs there, it's more than just work. It represents progress that is being made at the time as women are gaining more equality with men. This drama series follows the ladies, known as ""cable girls,"" who feel attached in different ways -- to their families, their partners and their memories."
4837,6370,tt5684466,movie,A Aa,A Aa,0,2016,\N,152,"Comedy,Drama,Romance",6.8,3430,3,A... Aa,IN,en,imdbDisplay,\N,0,"Anasuya is the daughter of Mahalakshmi, a rich and strict businesswoman. Her life takes a turn for the better when her father sends her to a village to visit her aunt and she befriends her cousin."
4838,6371,tt5687446,tvSeries,Mum,Mum,0,2016,2019,30,Comedy,8.3,3367,3,Mum,IN,en,imdbDisplay,\N,0,Following a year in Cathy's life as she moves on from the death of her husband.
4839,6372,tt5687612,tvSeries,Fleabag,Fleabag,0,2016,2019,27,"Comedy,Drama",8.7,176236,38,Fleabag,IN,en,imdbDisplay,\N,0,"A dry-witted woman, known only as Fleabag, has no filter as she navigates life and love in London while trying to cope with tragedy. The angry, grief-riddled woman tries to heal while rejecting anyone who tries to help her, but Fleabag continues to keep up her bravado through it all. Comic actress Phoebe Waller-Bridge stars as the titular character on the series, which is based on Waller-Bridge's 2013 one-woman show of the same name."
4840,6373,tt5688932,movie,Sorry to Bother You,Sorry to Bother You,0,2018,\N,112,"Comedy,Drama,Fantasy",6.9,84096,5,Sorry to Bother You,IN,en,imdbDisplay,\N,0,"In an alternate reality of present-day Oakland, Calif., telemarketer Cassius Green finds himself in a macabre universe after he discovers a magical key that leads to material glory. As Green's career begins to take off, his friends and co-workers organize a protest against corporate oppression. Cassius soon falls under the spell of Steve Lift, a cocaine-snorting CEO who offers him a salary beyond his wildest dreams."
4841,6374,tt5690142,movie,Mom,Mom,0,2017,\N,146,"Crime,Drama,Thriller",7.2,11273,9,Mom,IN,en,imdbDisplay,\N,0,A TV reporter (Mark Thomas Miller) has a problem with his mother: she (Jeanne Bates) turns into a carnivorous werewolf.
4842,6375,tt5691552,tvSeries,The Orville,The Orville,0,2017,\N,44,"Adventure,Comedy,Drama",8.0,94174,11,The Orville,IN,en,imdbDisplay,\N,0,"Set 400 years in the future, Seth MacFarlane's hit space adventure series follows the U.S.S. Orville, a mid-level exploratory spaceship. Its crew, both human and alien, face the wonders and dangers of outer space, while also dealing with the problems of everyday life. The ensemble series stars MacFarlane as the ship's Captain, Ed Mercer, and Adrianne Palicki as his ex-wife, who's assigned as his first officer. Additional cast members include Penny Johnson Jerald, Scott Grimes, Peter Macon and J Lee."
4843,6376,tt5691670,movie,Under the Silver Lake,Under the Silver Lake,0,2018,\N,139,"Crime,Drama,Mystery",6.5,46721,15,Under the Silver Lake,IN,en,imdbDisplay,\N,0,"Sam is a disenchanted 33-year-old who discovers a mysterious woman, Sarah, frolicking in his apartment's swimming pool. When she vanishes, Sam embarks on a surreal quest across Los Angeles to decode the secret behind her disappearance, leading him into the murkiest depths of mystery, scandal, and conspiracy in the City of Angels."
4844,6377,tt5692740,tvSeries,The Windsors,The Windsors,0,2016,\N,30,Comedy,7.1,3180,8,The Windsors,IN,en,imdbDisplay,\N,0,"A fictional comedy soap opera based on the imagined lives of the Royal Family, with fictional stories based on real events."
4845,6378,tt5693136,movie,The Giant,Handia,0,2017,\N,114,"Drama,History",6.6,4585,9,Handia,IN,en,imdbDisplay,\N,0,A film composed entirely of security cam footage.
4846,6380,tt5700672,movie,Train to Busan,Busanhaeng,0,2016,\N,118,"Action,Horror,Thriller",7.6,236497,61,Train to Busan,IN,en,imdbDisplay,\N,0,"A man (Gong Yoo), his estranged daughter and other passengers become trapped on a speeding train during a zombie outbreak in South Korea."
4847,6381,tt5705956,tvMiniSeries,The White Princess,The White Princess,0,2017,2017,60,"Drama,History,Romance",7.5,14351,3,The White Princess,IN,en,imdbDisplay,\N,0,"In a tale of power, family, love and betrayal, ""The White Princess"" -- adapted from Philippa Gregory's best-selling novel of the same name -- follows up the BBC/Starz miniseries ""The White Queen."" It's told from the perspective of three noblewomen waging an ongoing battle for the English throne at the conclusion of the War of the Roses. Promised in marriage to the newly crowned King Henry VII in hopes that it will unite the Kingdom, Princess Elizabeth (aka Lizzie) instead resents and plots against him. She matches wits and wills with Lady Margaret Beaufort, King Henry VII's mother, each maneuvering to gain his trust. Meanwhile, Lizzie's mother, Dowager Queen Elizabeth Woodville, struggles with rumors that her long-lost son Prince Richard is alive -- forcing Elizabeth into choosing between her new Tudor husband and the boy who could be her own blood and the rightful York King."
4848,6382,tt5706996,tvSeries,Girlboss,Girlboss,0,2017,2017,26,Comedy,7.0,19027,6,Girlboss,IN,en,imdbDisplay,\N,0,"Inspired by Sophia Amoruso's best-selling book, this series follows the rise of Amoruso's multi-million dollar fashion empire, Nasty Gal. Britt Robertson plays the starring role of Sophia, a rebellious, broke anarchist who decides to start selling vintage clothing online. As her passion -- and retail fashion empire -- begins to grow, Sophia unexpectedly becomes a businesswoman, who starts realize the value (and difficulties) of being the boss of her own life. Alongside the likes of Charlize Theron and Kay Cannon, Sophia Amoruso serves as an executive producer."
4849,6383,tt5710514,movie,I Don't Feel at Home in This World Anymore,I don't feel at home in this world anymore.,0,2017,\N,93,"Comedy,Crime,Drama",6.9,61444,29,I Don't Feel at Home in This World Anymore.,IN,en,imdbDisplay,\N,0,"After being burglarized, a depressed woman (Melanie Lynskey) and her obnoxious neighbor set out to find the thieves, but they soon find themselves up against a group of dangerous criminals."
4850,6384,tt5712554,tvSeries,The Grand Tour,The Grand Tour,0,2016,\N,60,"Comedy,Sport,Talk-Show",8.7,79174,25,The Grand Tour,IN,en,imdbDisplay,\N,0,"Jeremy Clarkson, Richard Hammond and James May travel the globe as the hosts of this Amazon original series. At each location -- including Johannesburg, Lapland, Rotterdam, Stuttgart Whitby, Scotland, California, Nashville and Dubai -- the team films inside their giant traveling tent instead of a studio. In amazing places around the world, the hosts attempt extraordinary things, like becoming special forces soldiers at a secret training base, taking a powerful car on a test track, and going on the traditional gentleman's tour of Italy."
4851,6385,tt5713232,movie,Madaari,Madaari,0,2016,\N,133,"Drama,Thriller",7.6,14622,2,Madaari,IN,en,imdbDisplay,\N,0,A man (Irrfan Khan) seeks answers and accountability after losing everything in a disaster.
4852,6386,tt5715524,tvSeries,Mayans M.C.,Mayans M.C.,0,2018,2023,60,"Crime,Drama,Thriller",7.6,21129,11,Mayans M.C.,IN,en,imdbDisplay,\N,0,"""Mayans M.C."" follows the life of Ezekiel ""EZ"" Reyes, a member of the Mayans M.C. charter on the California/Mexico border. Once a golden boy with the American dream within his grasp, EZ and his brother, Angel, are closer than ever after uncovering the truth behind their mother's murder. Faced with carving out a new identity for himself in his small town, EZ's need for vengeance drives him toward a life he never intended. Meanwhile, their father, Felipe, struggles to reconcile the choices he and his sons have made."
4853,6387,tt5715874,movie,The Killing of a Sacred Deer,The Killing of a Sacred Deer,0,2017,\N,121,"Drama,Horror,Mystery",7.0,165502,50,The Killing of a Sacred Deer,IN,en,imdbDisplay,\N,0,"Dr. Steven Murphy is a renowned cardiovascular surgeon who presides over a spotless household with his wife and two children. Lurking at the margins of his idyllic suburban existence is Martin, a fatherless teen who insinuates himself into the doctor's life in gradually unsettling ways. Soon, the full scope of Martin's intent becomes menacingly clear when he confronts Steven with a long-forgotten transgression that will shatter his domestic bliss forever."
